id,index_key,level,scope,snap_date,value,components,note
112,greed,stock,002714,2026-06-28,50.34,"{""volatility_pct"": 58.96, ""momentum_pct"": 52.47, ""amount_pct"": 94.96, ""pe_pct"": 53.79, ""pb_pct"": 0.14}",
113,heat,stock,002714,2026-06-28,94.96,"{""volatility_pct"": 58.96, ""momentum_pct"": 52.47, ""amount_pct"": 94.96, ""pe_pct"": 53.79, ""pb_pct"": 0.14}",
114,fear,stock,003816,2026-06-28,54.92,"{""volatility_pct"": 77.79, ""momentum_pct"": 10.33, ""amount_pct"": 47.58, ""pe_pct"": 87.7, ""pb_pct"": 60.09}",
115,greed,stock,003816,2026-06-28,51.43,"{""volatility_pct"": 77.79, ""momentum_pct"": 10.33, ""amount_pct"": 47.58, ""pe_pct"": 87.7, ""pb_pct"": 60.09}",
116,heat,stock,003816,2026-06-28,47.58,"{""volatility_pct"": 77.79, ""momentum_pct"": 10.33, ""amount_pct"": 47.58, ""pe_pct"": 87.7, ""pb_pct"": 60.09}",
117,fear,stock,562500,2026-06-28,88.12,"{""volatility_pct"": 81.85, ""momentum_pct"": 5.6, ""amount_pct"": 76.75, ""fund_flow_main"": {""raw"": 17997688.0, ""pct"": null}, ""margin_buy"": {""raw"": 49514379.0, ""pct"": null}}",
118,greed,stock,562500,2026-06-28,41.17,"{""volatility_pct"": 81.85, ""momentum_pct"": 5.6, ""amount_pct"": 76.75, ""fund_flow_main"": {""raw"": 17997688.0, ""pct"": null}, ""margin_buy"": {""raw"": 49514379.0, ""pct"": null}}",
119,heat,stock,562500,2026-06-28,76.75,"{""volatility_pct"": 81.85, ""momentum_pct"": 5.6, ""amount_pct"": 76.75, ""fund_flow_main"": {""raw"": 17997688.0, ""pct"": null}, ""margin_buy"": {""raw"": 49514379.0, ""pct"": null}}",
120,fear,stock,601919,2026-06-28,57.48,"{""volatility_pct"": 46.12, ""momentum_pct"": 51.48, ""amount_pct"": 43.32, ""fund_flow_main"": {""raw"": -90999602.0, ""pct"": null}, ""margin_buy"": {""raw"": 57936673.0, ""pct"": null}, ""pe_pct"": 51.93, ""pb_pct"": 12.79}",
121,greed,stock,601919,2026-06-28,39.88,"{""volatility_pct"": 46.12, ""momentum_pct"": 51.48, ""amount_pct"": 43.32, ""fund_flow_main"": {""raw"": -90999602.0, ""pct"": null}, ""margin_buy"": {""raw"": 57936673.0, ""pct"": null}, ""pe_pct"": 51.93, ""pb_pct"": 12.79}",
122,heat,stock,601919,2026-06-28,43.32,"{""volatility_pct"": 46.12, ""momentum_pct"": 51.48, ""amount_pct"": 43.32, ""fund_flow_main"": {""raw"": -90999602.0, ""pct"": null}, ""margin_buy"": {""raw"": 57936673.0, ""pct"": null}, ""pe_pct"": 51.93, ""pb_pct"": 12.79}",
123,fear,stock,515450,2026-06-28,68.4,"{""volatility_pct"": 44.21, ""momentum_pct"": 7.41, ""amount_pct"": 95.04, ""fund_flow_main"": {""raw"": -9033437.0, ""pct"": null}, ""margin_buy"": {""raw"": 20578853.0, ""pct"": null}}",
124,greed,stock,515450,2026-06-28,51.23,"{""volatility_pct"": 44.21, ""momentum_pct"": 7.41, ""amount_pct"": 95.04, ""fund_flow_main"": {""raw"": -9033437.0, ""pct"": null}, ""margin_buy"": {""raw"": 20578853.0, ""pct"": null}}",
125,heat,stock,515450,2026-06-28,95.04,"{""volatility_pct"": 44.21, ""momentum_pct"": 7.41, ""amount_pct"": 95.04, ""fund_flow_main"": {""raw"": -9033437.0, ""pct"": null}, ""margin_buy"": {""raw"": 20578853.0, ""pct"": null}}",
126,fear,stock,000725,2026-06-28,34.91,"{""volatility_pct"": 99.21, ""momentum_pct"": 99.22, ""amount_pct"": 99.88, ""pe_pct"": 73.53, ""pb_pct"": 86.8}",
127,greed,stock,000725,2026-06-28,89.86,"{""volatility_pct"": 99.21, ""momentum_pct"": 99.22, ""amount_pct"": 99.88, ""pe_pct"": 73.53, ""pb_pct"": 86.8}",
128,heat,stock,000725,2026-06-28,99.88,"{""volatility_pct"": 99.21, ""momentum_pct"": 99.22, ""amount_pct"": 99.88, ""pe_pct"": 73.53, ""pb_pct"": 86.8}",
129,fear,stock,588870,2026-06-28,54.04,"{""volatility_pct"": 93.59, ""momentum_pct"": 85.52, ""amount_pct"": 91.32, ""fund_flow_main"": {""raw"": 5471347.0, ""pct"": null}}",
130,greed,stock,588870,2026-06-28,88.42,"{""volatility_pct"": 93.59, ""momentum_pct"": 85.52, ""amount_pct"": 91.32, ""fund_flow_main"": {""raw"": 5471347.0, ""pct"": null}}",
131,heat,stock,588870,2026-06-28,91.32,"{""volatility_pct"": 93.59, ""momentum_pct"": 85.52, ""amount_pct"": 91.32, ""fund_flow_main"": {""raw"": 5471347.0, ""pct"": null}}",
132,fear,stock,601899,2026-06-28,83.88,"{""volatility_pct"": 97.54, ""momentum_pct"": 0.78, ""amount_pct"": 92.09, ""fund_flow_main"": {""raw"": 5254784.0, ""pct"": null}, ""margin_buy"": {""raw"": 656009963.0, ""pct"": null}, ""pe_pct"": 1.62, ""pb_pct"": 59.63}",
133,greed,stock,601899,2026-06-28,38.53,"{""volatility_pct"": 97.54, ""momentum_pct"": 0.78, ""amount_pct"": 92.09, ""fund_flow_main"": {""raw"": 5254784.0, ""pct"": null}, ""margin_buy"": {""raw"": 656009963.0, ""pct"": null}, ""pe_pct"": 1.62, ""pb_pct"": 59.63}",
134,heat,stock,601899,2026-06-28,92.09,"{""volatility_pct"": 97.54, ""momentum_pct"": 0.78, ""amount_pct"": 92.09, ""fund_flow_main"": {""raw"": 5254784.0, ""pct"": null}, ""margin_buy"": {""raw"": 656009963.0, ""pct"": null}, ""pe_pct"": 1.62, ""pb_pct"": 59.63}",
135,fear,stock,600900,2026-06-28,53.61,"{""volatility_pct"": 59.17, ""momentum_pct"": 48.21, ""amount_pct"": 93.09, ""fund_flow_main"": {""raw"": -184865832.0, ""pct"": null}, ""margin_buy"": {""raw"": 231335719.0, ""pct"": null}, ""pe_pct"": 40.5, ""pb_pct"": 56.01}",
136,greed,stock,600900,2026-06-28,59.45,"{""volatility_pct"": 59.17, ""momentum_pct"": 48.21, ""amount_pct"": 93.09, ""fund_flow_main"": {""raw"": -184865832.0, ""pct"": null}, ""margin_buy"": {""raw"": 231335719.0, ""pct"": null}, ""pe_pct"": 40.5, ""pb_pct"": 56.01}",
137,heat,stock,600900,2026-06-28,93.09,"{""volatility_pct"": 59.17, ""momentum_pct"": 48.21, ""amount_pct"": 93.09, ""fund_flow_main"": {""raw"": -184865832.0, ""pct"": null}, ""margin_buy"": {""raw"": 231335719.0, ""pct"": null}, ""pe_pct"": 40.5, ""pb_pct"": 56.01}",
138,fear,stock,000625,2026-06-28,63.9,"{""volatility_pct"": 39.79, ""momentum_pct"": 8.02, ""amount_pct"": 11.19, ""pe_pct"": 64.67, ""pb_pct"": 11.51}",
139,greed,stock,000625,2026-06-28,23.85,"{""volatility_pct"": 39.79, ""momentum_pct"": 8.02, ""amount_pct"": 11.19, ""pe_pct"": 64.67, ""pb_pct"": 11.51}",
140,heat,stock,000625,2026-06-28,11.19,"{""volatility_pct"": 39.79, ""momentum_pct"": 8.02, ""amount_pct"": 11.19, ""pe_pct"": 64.67, ""pb_pct"": 11.51}",
141,fear,stock,002236,2026-06-28,72.66,"{""volatility_pct"": 42.54, ""momentum_pct"": 37.24, ""amount_pct"": 56.93, ""pe_pct"": 12.5, ""pb_pct"": 2.16}",
142,greed,stock,002236,2026-06-28,27.21,"{""volatility_pct"": 42.54, ""momentum_pct"": 37.24, ""amount_pct"": 56.93, ""pe_pct"": 12.5, ""pb_pct"": 2.16}",
143,heat,stock,002236,2026-06-28,56.93,"{""volatility_pct"": 42.54, ""momentum_pct"": 37.24, ""amount_pct"": 56.93, ""pe_pct"": 12.5, ""pb_pct"": 2.16}",
144,fear,stock,600886,2026-06-28,64.99,"{""volatility_pct"": 55.62, ""momentum_pct"": 48.19, ""amount_pct"": 79.22, ""fund_flow_main"": {""raw"": 39814253.0, ""pct"": null}, ""margin_buy"": {""raw"": 25322295.0, ""pct"": null}, ""pe_pct"": 38.98, ""pb_pct"": 8.48}",
145,greed,stock,600886,2026-06-28,43.72,"{""volatility_pct"": 55.62, ""momentum_pct"": 48.19, ""amount_pct"": 79.22, ""fund_flow_main"": {""raw"": 39814253.0, ""pct"": null}, ""margin_buy"": {""raw"": 25322295.0, ""pct"": null}, ""pe_pct"": 38.98, ""pb_pct"": 8.48}",
146,heat,stock,600886,2026-06-28,79.22,"{""volatility_pct"": 55.62, ""momentum_pct"": 48.19, ""amount_pct"": 79.22, ""fund_flow_main"": {""raw"": 39814253.0, ""pct"": null}, ""margin_buy"": {""raw"": 25322295.0, ""pct"": null}, ""pe_pct"": 38.98, ""pb_pct"": 8.48}",
147,fear,stock,000333,2026-06-28,60.97,"{""volatility_pct"": 47.62, ""momentum_pct"": 55.93, ""amount_pct"": 92.01, ""pe_pct"": 36.56, ""pb_pct"": 11.23}",
148,greed,stock,000333,2026-06-28,48.93,"{""volatility_pct"": 47.62, ""momentum_pct"": 55.93, ""amount_pct"": 92.01, ""pe_pct"": 36.56, ""pb_pct"": 11.23}",
149,heat,stock,000333,2026-06-28,92.01,"{""volatility_pct"": 47.62, ""momentum_pct"": 55.93, ""amount_pct"": 92.01, ""pe_pct"": 36.56, ""pb_pct"": 11.23}",
150,fear,stock,002027,2026-06-28,71.53,"{""volatility_pct"": 32.12, ""momentum_pct"": 13.7, ""amount_pct"": 57.5, ""pe_pct"": 27.98, ""pb_pct"": 4.33}",
151,greed,stock,002027,2026-06-28,25.88,"{""volatility_pct"": 32.12, ""momentum_pct"": 13.7, ""amount_pct"": 57.5, ""pe_pct"": 27.98, ""pb_pct"": 4.33}",
152,heat,stock,002027,2026-06-28,57.5,"{""volatility_pct"": 32.12, ""momentum_pct"": 13.7, ""amount_pct"": 57.5, ""pe_pct"": 27.98, ""pb_pct"": 4.33}",
153,fear,stock,002371,2026-06-28,36.11,"{""volatility_pct"": 68.21, ""momentum_pct"": 95.1, ""amount_pct"": 99.3, ""pe_pct"": 43.37, ""pb_pct"": 85.32}",
154,greed,stock,002371,2026-06-28,80.77,"{""volatility_pct"": 68.21, ""momentum_pct"": 95.1, ""amount_pct"": 99.3, ""pe_pct"": 43.37, ""pb_pct"": 85.32}",
155,heat,stock,002371,2026-06-28,99.3,"{""volatility_pct"": 68.21, ""momentum_pct"": 95.1, ""amount_pct"": 99.3, ""pe_pct"": 43.37, ""pb_pct"": 85.32}",
156,fear,stock,002475,2026-06-28,69.31,"{""volatility_pct"": 97.46, ""momentum_pct"": 30.74, ""amount_pct"": 99.55, ""pe_pct"": 38.32, ""pb_pct"": 51.17}",
157,greed,stock,002475,2026-06-28,54.95,"{""volatility_pct"": 97.46, ""momentum_pct"": 30.74, ""amount_pct"": 99.55, ""pe_pct"": 38.32, ""pb_pct"": 51.17}",
158,heat,stock,002475,2026-06-28,99.55,"{""volatility_pct"": 97.46, ""momentum_pct"": 30.74, ""amount_pct"": 99.55, ""pe_pct"": 38.32, ""pb_pct"": 51.17}",
159,fear,stock,300059,2026-06-28,71.26,"{""volatility_pct"": 93.88, ""momentum_pct"": 93.37, ""amount_pct"": 88.81, ""pe_pct"": 5.4, ""pb_pct"": 10.08}",
160,greed,stock,300059,2026-06-28,49.41,"{""volatility_pct"": 93.88, ""momentum_pct"": 93.37, ""amount_pct"": 88.81, ""pe_pct"": 5.4, ""pb_pct"": 10.08}",
161,heat,stock,300059,2026-06-28,88.81,"{""volatility_pct"": 93.88, ""momentum_pct"": 93.37, ""amount_pct"": 88.81, ""pe_pct"": 5.4, ""pb_pct"": 10.08}",
162,fear,stock,300308,2026-06-28,46.85,"{""volatility_pct"": 74.04, ""momentum_pct"": 9.18, ""amount_pct"": 99.71, ""pe_pct"": 78.55, ""pb_pct"": 98.91}",
163,greed,stock,300308,2026-06-28,71.59,"{""volatility_pct"": 74.04, ""momentum_pct"": 9.18, ""amount_pct"": 99.71, ""pe_pct"": 78.55, ""pb_pct"": 98.91}",
164,heat,stock,300308,2026-06-28,99.71,"{""volatility_pct"": 74.04, ""momentum_pct"": 9.18, ""amount_pct"": 99.71, ""pe_pct"": 78.55, ""pb_pct"": 98.91}",
165,fear,stock,300502,2026-06-28,41.15,"{""volatility_pct"": 76.62, ""momentum_pct"": 36.01, ""amount_pct"": 99.71, ""pe_pct"": 76.38, ""pb_pct"": 99.65}",
166,greed,stock,300502,2026-06-28,77.94,"{""volatility_pct"": 76.62, ""momentum_pct"": 36.01, ""amount_pct"": 99.71, ""pe_pct"": 76.38, ""pb_pct"": 99.65}",
167,heat,stock,300502,2026-06-28,99.71,"{""volatility_pct"": 76.62, ""momentum_pct"": 36.01, ""amount_pct"": 99.71, ""pe_pct"": 76.38, ""pb_pct"": 99.65}",
168,fear,stock,300750,2026-06-28,70.6,"{""volatility_pct"": 60.88, ""momentum_pct"": 30.25, ""amount_pct"": 97.42, ""pe_pct"": 18.12, ""pb_pct"": 30.11}",
169,greed,stock,300750,2026-06-28,43.98,"{""volatility_pct"": 60.88, ""momentum_pct"": 30.25, ""amount_pct"": 97.42, ""pe_pct"": 18.12, ""pb_pct"": 30.11}",
170,heat,stock,300750,2026-06-28,97.42,"{""volatility_pct"": 60.88, ""momentum_pct"": 30.25, ""amount_pct"": 97.42, ""pe_pct"": 18.12, ""pb_pct"": 30.11}",
171,fear,stock,300760,2026-06-28,83.17,"{""volatility_pct"": 48.62, ""momentum_pct"": 15.84, ""amount_pct"": 66.35, ""pe_pct"": 0.08, ""pb_pct"": 0.03}",
172,greed,stock,300760,2026-06-28,20.57,"{""volatility_pct"": 48.62, ""momentum_pct"": 15.84, ""amount_pct"": 66.35, ""pe_pct"": 0.08, ""pb_pct"": 0.03}",
173,heat,stock,300760,2026-06-28,66.35,"{""volatility_pct"": 48.62, ""momentum_pct"": 15.84, ""amount_pct"": 66.35, ""pe_pct"": 0.08, ""pb_pct"": 0.03}",
174,fear,stock,600030,2026-06-28,65.11,"{""volatility_pct"": 91.67, ""momentum_pct"": 89.04, ""amount_pct"": 95.76, ""fund_flow_main"": {""raw"": -218544592.0, ""pct"": null}, ""margin_buy"": {""raw"": 904273239.0, ""pct"": null}, ""pe_pct"": 4.95, ""pb_pct"": 37.25}",
175,greed,stock,600030,2026-06-28,56.75,"{""volatility_pct"": 91.67, ""momentum_pct"": 89.04, ""amount_pct"": 95.76, ""fund_flow_main"": {""raw"": -218544592.0, ""pct"": null}, ""margin_buy"": {""raw"": 904273239.0, ""pct"": null}, ""pe_pct"": 4.95, ""pb_pct"": 37.25}",
176,heat,stock,600030,2026-06-28,95.76,"{""volatility_pct"": 91.67, ""momentum_pct"": 89.04, ""amount_pct"": 95.76, ""fund_flow_main"": {""raw"": -218544592.0, ""pct"": null}, ""margin_buy"": {""raw"": 904273239.0, ""pct"": null}, ""pe_pct"": 4.95, ""pb_pct"": 37.25}",
177,fear,stock,600276,2026-06-28,75.06,"{""volatility_pct"": 59.38, ""momentum_pct"": 56.34, ""amount_pct"": 87.66, ""fund_flow_main"": {""raw"": -280056163.0, ""pct"": null}, ""margin_buy"": {""raw"": 348746409.0, ""pct"": null}, ""pe_pct"": 2.03, ""pb_pct"": 0.76}",
178,greed,stock,600276,2026-06-28,36.7,"{""volatility_pct"": 59.38, ""momentum_pct"": 56.34, ""amount_pct"": 87.66, ""fund_flow_main"": {""raw"": -280056163.0, ""pct"": null}, ""margin_buy"": {""raw"": 348746409.0, ""pct"": null}, ""pe_pct"": 2.03, ""pb_pct"": 0.76}",
179,heat,stock,600276,2026-06-28,87.66,"{""volatility_pct"": 59.38, ""momentum_pct"": 56.34, ""amount_pct"": 87.66, ""fund_flow_main"": {""raw"": -280056163.0, ""pct"": null}, ""margin_buy"": {""raw"": 348746409.0, ""pct"": null}, ""pe_pct"": 2.03, ""pb_pct"": 0.76}",
180,fear,stock,600309,2026-06-28,62.13,"{""volatility_pct"": 96.96, ""momentum_pct"": 82.51, ""amount_pct"": 86.11, ""fund_flow_main"": {""raw"": 18209840.0, ""pct"": null}, ""margin_buy"": {""raw"": 169783950.0, ""pct"": null}, ""pe_pct"": 60.45, ""pb_pct"": 5.48}",
181,greed,stock,600309,2026-06-28,58.64,"{""volatility_pct"": 96.96, ""momentum_pct"": 82.51, ""amount_pct"": 86.11, ""fund_flow_main"": {""raw"": 18209840.0, ""pct"": null}, ""margin_buy"": {""raw"": 169783950.0, ""pct"": null}, ""pe_pct"": 60.45, ""pb_pct"": 5.48}",
182,heat,stock,600309,2026-06-28,86.11,"{""volatility_pct"": 96.96, ""momentum_pct"": 82.51, ""amount_pct"": 86.11, ""fund_flow_main"": {""raw"": 18209840.0, ""pct"": null}, ""margin_buy"": {""raw"": 169783950.0, ""pct"": null}, ""pe_pct"": 60.45, ""pb_pct"": 5.48}",
183,fear,stock,600760,2026-06-28,77.87,"{""volatility_pct"": 61.38, ""momentum_pct"": 37.41, ""amount_pct"": 67.42, ""fund_flow_main"": {""raw"": 79892109.0, ""pct"": null}, ""margin_buy"": {""raw"": 196478442.0, ""pct"": null}, ""pe_pct"": 8.73, ""pb_pct"": 3.76}",
184,greed,stock,600760,2026-06-28,29.33,"{""volatility_pct"": 61.38, ""momentum_pct"": 37.41, ""amount_pct"": 67.42, ""fund_flow_main"": {""raw"": 79892109.0, ""pct"": null}, ""margin_buy"": {""raw"": 196478442.0, ""pct"": null}, ""pe_pct"": 8.73, ""pb_pct"": 3.76}",
185,heat,stock,600760,2026-06-28,67.42,"{""volatility_pct"": 61.38, ""momentum_pct"": 37.41, ""amount_pct"": 67.42, ""fund_flow_main"": {""raw"": 79892109.0, ""pct"": null}, ""margin_buy"": {""raw"": 196478442.0, ""pct"": null}, ""pe_pct"": 8.73, ""pb_pct"": 3.76}",
186,fear,stock,600887,2026-06-28,73.06,"{""volatility_pct"": 50.46, ""momentum_pct"": 55.76, ""amount_pct"": 48.48, ""fund_flow_main"": {""raw"": -21401759.0, ""pct"": null}, ""margin_buy"": {""raw"": 53787234.0, ""pct"": null}, ""pe_pct"": 1.95, ""pb_pct"": 0.51}",
187,greed,stock,600887,2026-06-28,26.67,"{""volatility_pct"": 50.46, ""momentum_pct"": 55.76, ""amount_pct"": 48.48, ""fund_flow_main"": {""raw"": -21401759.0, ""pct"": null}, ""margin_buy"": {""raw"": 53787234.0, ""pct"": null}, ""pe_pct"": 1.95, ""pb_pct"": 0.51}",
188,heat,stock,600887,2026-06-28,48.48,"{""volatility_pct"": 50.46, ""momentum_pct"": 55.76, ""amount_pct"": 48.48, ""fund_flow_main"": {""raw"": -21401759.0, ""pct"": null}, ""margin_buy"": {""raw"": 53787234.0, ""pct"": null}, ""pe_pct"": 1.95, ""pb_pct"": 0.51}",
189,fear,stock,600941,2026-06-28,66.96,"{""volatility_pct"": 21.89, ""momentum_pct"": 4.32, ""amount_pct"": 50.69, ""fund_flow_main"": {""raw"": -200466560.0, ""pct"": null}, ""margin_buy"": {""raw"": 57850663.0, ""pct"": null}, ""pe_pct"": 25.65, ""pb_pct"": 24.08}",
190,greed,stock,600941,2026-06-28,26.18,"{""volatility_pct"": 21.89, ""momentum_pct"": 4.32, ""amount_pct"": 50.69, ""fund_flow_main"": {""raw"": -200466560.0, ""pct"": null}, ""margin_buy"": {""raw"": 57850663.0, ""pct"": null}, ""pe_pct"": 25.65, ""pb_pct"": 24.08}",
191,heat,stock,600941,2026-06-28,50.69,"{""volatility_pct"": 21.89, ""momentum_pct"": 4.32, ""amount_pct"": 50.69, ""fund_flow_main"": {""raw"": -200466560.0, ""pct"": null}, ""margin_buy"": {""raw"": 57850663.0, ""pct"": null}, ""pe_pct"": 25.65, ""pb_pct"": 24.08}",
192,fear,stock,601012,2026-06-28,82.31,"{""volatility_pct"": 80.79, ""momentum_pct"": 45.56, ""amount_pct"": 52.91, ""fund_flow_main"": {""raw"": 5008784.0, ""pct"": null}, ""margin_buy"": {""raw"": 201746485.0, ""pct"": null}, ""pe_pct"": 0.0, ""pb_pct"": 5.97}",
193,greed,stock,601012,2026-06-28,26.11,"{""volatility_pct"": 80.79, ""momentum_pct"": 45.56, ""amount_pct"": 52.91, ""fund_flow_main"": {""raw"": 5008784.0, ""pct"": null}, ""margin_buy"": {""raw"": 201746485.0, ""pct"": null}, ""pe_pct"": 0.0, ""pb_pct"": 5.97}",
194,heat,stock,601012,2026-06-28,52.91,"{""volatility_pct"": 80.79, ""momentum_pct"": 45.56, ""amount_pct"": 52.91, ""fund_flow_main"": {""raw"": 5008784.0, ""pct"": null}, ""margin_buy"": {""raw"": 201746485.0, ""pct"": null}, ""pe_pct"": 0.0, ""pb_pct"": 5.97}",
195,fear,stock,601138,2026-06-28,48.22,"{""volatility_pct"": 83.62, ""momentum_pct"": 4.65, ""amount_pct"": 98.32, ""fund_flow_main"": {""raw"": 1004784912.0, ""pct"": null}, ""margin_buy"": {""raw"": 1916559781.0, ""pct"": null}, ""pe_pct"": 91.98, ""pb_pct"": 94.13}",
196,greed,stock,601138,2026-06-28,72.27,"{""volatility_pct"": 83.62, ""momentum_pct"": 4.65, ""amount_pct"": 98.32, ""fund_flow_main"": {""raw"": 1004784912.0, ""pct"": null}, ""margin_buy"": {""raw"": 1916559781.0, ""pct"": null}, ""pe_pct"": 91.98, ""pb_pct"": 94.13}",
197,heat,stock,601138,2026-06-28,98.32,"{""volatility_pct"": 83.62, ""momentum_pct"": 4.65, ""amount_pct"": 98.32, ""fund_flow_main"": {""raw"": 1004784912.0, ""pct"": null}, ""margin_buy"": {""raw"": 1916559781.0, ""pct"": null}, ""pe_pct"": 91.98, ""pb_pct"": 94.13}",
198,fear,stock,601166,2026-06-28,82.68,"{""volatility_pct"": 66.71, ""momentum_pct"": 16.17, ""amount_pct"": 71.52, ""fund_flow_main"": {""raw"": 66572138.0, ""pct"": null}, ""margin_buy"": {""raw"": 156428578.0, ""pct"": null}, ""pe_pct"": 19.64, ""pb_pct"": 0.18}",
199,greed,stock,601166,2026-06-28,26.88,"{""volatility_pct"": 66.71, ""momentum_pct"": 16.17, ""amount_pct"": 71.52, ""fund_flow_main"": {""raw"": 66572138.0, ""pct"": null}, ""margin_buy"": {""raw"": 156428578.0, ""pct"": null}, ""pe_pct"": 19.64, ""pb_pct"": 0.18}",
200,heat,stock,601166,2026-06-28,71.52,"{""volatility_pct"": 66.71, ""momentum_pct"": 16.17, ""amount_pct"": 71.52, ""fund_flow_main"": {""raw"": 66572138.0, ""pct"": null}, ""margin_buy"": {""raw"": 156428578.0, ""pct"": null}, ""pe_pct"": 19.64, ""pb_pct"": 0.18}",
201,fear,stock,601225,2026-06-28,50.53,"{""volatility_pct"": 66.67, ""momentum_pct"": 11.89, ""amount_pct"": 67.58, ""fund_flow_main"": {""raw"": -84963496.0, ""pct"": null}, ""margin_buy"": {""raw"": 29279807.0, ""pct"": null}, ""pe_pct"": 90.13, ""pb_pct"": 62.54}",
202,greed,stock,601225,2026-06-28,58.03,"{""volatility_pct"": 66.67, ""momentum_pct"": 11.89, ""amount_pct"": 67.58, ""fund_flow_main"": {""raw"": -84963496.0, ""pct"": null}, ""margin_buy"": {""raw"": 29279807.0, ""pct"": null}, ""pe_pct"": 90.13, ""pb_pct"": 62.54}",
203,heat,stock,601225,2026-06-28,67.58,"{""volatility_pct"": 66.67, ""momentum_pct"": 11.89, ""amount_pct"": 67.58, ""fund_flow_main"": {""raw"": -84963496.0, ""pct"": null}, ""margin_buy"": {""raw"": 29279807.0, ""pct"": null}, ""pe_pct"": 90.13, ""pb_pct"": 62.54}",
204,fear,stock,601857,2026-06-28,64.14,"{""volatility_pct"": 51.88, ""momentum_pct"": 14.61, ""amount_pct"": 77.83, ""fund_flow_main"": {""raw"": 4406964.0, ""pct"": null}, ""margin_buy"": {""raw"": 97653342.0, ""pct"": null}, ""pe_pct"": 32.19, ""pb_pct"": 48.5}",
205,greed,stock,601857,2026-06-28,43.28,"{""volatility_pct"": 51.88, ""momentum_pct"": 14.61, ""amount_pct"": 77.83, ""fund_flow_main"": {""raw"": 4406964.0, ""pct"": null}, ""margin_buy"": {""raw"": 97653342.0, ""pct"": null}, ""pe_pct"": 32.19, ""pb_pct"": 48.5}",
206,heat,stock,601857,2026-06-28,77.83,"{""volatility_pct"": 51.88, ""momentum_pct"": 14.61, ""amount_pct"": 77.83, ""fund_flow_main"": {""raw"": 4406964.0, ""pct"": null}, ""margin_buy"": {""raw"": 97653342.0, ""pct"": null}, ""pe_pct"": 32.19, ""pb_pct"": 48.5}",
207,fear,stock,601816,2026-06-28,84.17,"{""volatility_pct"": 67.88, ""momentum_pct"": 31.15, ""amount_pct"": 79.55, ""fund_flow_main"": {""raw"": -17889026.0, ""pct"": null}, ""margin_buy"": {""raw"": 59470871.0, ""pct"": null}, ""pe_pct"": 0.03, ""pb_pct"": 0.03}",
208,greed,stock,601816,2026-06-28,27.69,"{""volatility_pct"": 67.88, ""momentum_pct"": 31.15, ""amount_pct"": 79.55, ""fund_flow_main"": {""raw"": -17889026.0, ""pct"": null}, ""margin_buy"": {""raw"": 59470871.0, ""pct"": null}, ""pe_pct"": 0.03, ""pb_pct"": 0.03}",
209,heat,stock,601816,2026-06-28,79.55,"{""volatility_pct"": 67.88, ""momentum_pct"": 31.15, ""amount_pct"": 79.55, ""fund_flow_main"": {""raw"": -17889026.0, ""pct"": null}, ""margin_buy"": {""raw"": 59470871.0, ""pct"": null}, ""pe_pct"": 0.03, ""pb_pct"": 0.03}",
210,fear,stock,603288,2026-06-28,73.57,"{""volatility_pct"": 67.62, ""momentum_pct"": 73.21, ""amount_pct"": 79.55, ""fund_flow_main"": {""raw"": -29017368.0, ""pct"": null}, ""margin_buy"": {""raw"": 51457903.0, ""pct"": null}, ""pe_pct"": 0.06, ""pb_pct"": 0.06}",
211,greed,stock,603288,2026-06-28,38.22,"{""volatility_pct"": 67.62, ""momentum_pct"": 73.21, ""amount_pct"": 79.55, ""fund_flow_main"": {""raw"": -29017368.0, ""pct"": null}, ""margin_buy"": {""raw"": 51457903.0, ""pct"": null}, ""pe_pct"": 0.06, ""pb_pct"": 0.06}",
212,heat,stock,603288,2026-06-28,79.55,"{""volatility_pct"": 67.62, ""momentum_pct"": 73.21, ""amount_pct"": 79.55, ""fund_flow_main"": {""raw"": -29017368.0, ""pct"": null}, ""margin_buy"": {""raw"": 51457903.0, ""pct"": null}, ""pe_pct"": 0.06, ""pb_pct"": 0.06}",
213,fear,stock,603501,2026-06-28,89.82,"{""volatility_pct"": 90.62, ""momentum_pct"": 26.54, ""amount_pct"": 70.86, ""fund_flow_main"": {""raw"": 19718052.0, ""pct"": null}, ""margin_buy"": {""raw"": 193033098.0, ""pct"": null}, ""pe_pct"": 4.7, ""pb_pct"": 0.11}",
214,greed,stock,603501,2026-06-28,25.55,"{""volatility_pct"": 90.62, ""momentum_pct"": 26.54, ""amount_pct"": 70.86, ""fund_flow_main"": {""raw"": 19718052.0, ""pct"": null}, ""margin_buy"": {""raw"": 193033098.0, ""pct"": null}, ""pe_pct"": 4.7, ""pb_pct"": 0.11}",
215,heat,stock,603501,2026-06-28,70.86,"{""volatility_pct"": 90.62, ""momentum_pct"": 26.54, ""amount_pct"": 70.86, ""fund_flow_main"": {""raw"": 19718052.0, ""pct"": null}, ""margin_buy"": {""raw"": 193033098.0, ""pct"": null}, ""pe_pct"": 4.7, ""pb_pct"": 0.11}",
216,fear,stock,601088,2026-06-28,46.83,"{""volatility_pct"": 69.2, ""momentum_pct"": 14.56, ""amount_pct"": 89.46, ""fund_flow_main"": {""raw"": -8453888.0, ""pct"": null}, ""margin_buy"": {""raw"": 112642800.0, ""pct"": null}, ""pe_pct"": 88.2, ""pb_pct"": 79.13}",
