id,index_key,level,scope,snap_date,value,components,note
217,greed,stock,601088,2026-06-28,67.84,"{""volatility_pct"": 69.2, ""momentum_pct"": 14.56, ""amount_pct"": 89.46, ""fund_flow_main"": {""raw"": -8453888.0, ""pct"": null}, ""margin_buy"": {""raw"": 112642800.0, ""pct"": null}, ""pe_pct"": 88.2, ""pb_pct"": 79.13}",
218,heat,stock,601088,2026-06-28,89.46,"{""volatility_pct"": 69.2, ""momentum_pct"": 14.56, ""amount_pct"": 89.46, ""fund_flow_main"": {""raw"": -8453888.0, ""pct"": null}, ""margin_buy"": {""raw"": 112642800.0, ""pct"": null}, ""pe_pct"": 88.2, ""pb_pct"": 79.13}",
219,fear,stock,688041,2026-06-28,27.25,"{""volatility_pct"": 80.41, ""momentum_pct"": 72.37, ""amount_pct"": 96.6, ""fund_flow_main"": {""raw"": -246563488.0, ""pct"": null}, ""margin_buy"": {""raw"": 1603929231.0, ""pct"": null}, ""pe_pct"": 99.52, ""pb_pct"": 99.52}",
220,greed,stock,688041,2026-06-28,92.0,"{""volatility_pct"": 80.41, ""momentum_pct"": 72.37, ""amount_pct"": 96.6, ""fund_flow_main"": {""raw"": -246563488.0, ""pct"": null}, ""margin_buy"": {""raw"": 1603929231.0, ""pct"": null}, ""pe_pct"": 99.52, ""pb_pct"": 99.52}",
221,heat,stock,688041,2026-06-28,96.6,"{""volatility_pct"": 80.41, ""momentum_pct"": 72.37, ""amount_pct"": 96.6, ""fund_flow_main"": {""raw"": -246563488.0, ""pct"": null}, ""margin_buy"": {""raw"": 1603929231.0, ""pct"": null}, ""pe_pct"": 99.52, ""pb_pct"": 99.52}",
222,fear,stock,688111,2026-06-28,90.52,"{""volatility_pct"": 72.29, ""momentum_pct"": 10.16, ""amount_pct"": 82.91, ""fund_flow_main"": {""raw"": -95672393.0, ""pct"": null}, ""margin_buy"": {""raw"": 248195553.0, ""pct"": null}, ""pe_pct"": 0.03, ""pb_pct"": 0.03}",
223,greed,stock,688111,2026-06-28,23.28,"{""volatility_pct"": 72.29, ""momentum_pct"": 10.16, ""amount_pct"": 82.91, ""fund_flow_main"": {""raw"": -95672393.0, ""pct"": null}, ""margin_buy"": {""raw"": 248195553.0, ""pct"": null}, ""pe_pct"": 0.03, ""pb_pct"": 0.03}",
224,heat,stock,688111,2026-06-28,82.91,"{""volatility_pct"": 72.29, ""momentum_pct"": 10.16, ""amount_pct"": 82.91, ""fund_flow_main"": {""raw"": -95672393.0, ""pct"": null}, ""margin_buy"": {""raw"": 248195553.0, ""pct"": null}, ""pe_pct"": 0.03, ""pb_pct"": 0.03}",
225,fear,stock,688981,2026-06-28,28.12,"{""volatility_pct"": 91.92, ""momentum_pct"": 87.14, ""amount_pct"": 97.16, ""fund_flow_main"": {""raw"": -74910144.0, ""pct"": null}, ""margin_buy"": {""raw"": 2114882746.0, ""pct"": null}, ""pe_pct"": 97.61, ""pb_pct"": 94.69}",
226,greed,stock,688981,2026-06-28,94.15,"{""volatility_pct"": 91.92, ""momentum_pct"": 87.14, ""amount_pct"": 97.16, ""fund_flow_main"": {""raw"": -74910144.0, ""pct"": null}, ""margin_buy"": {""raw"": 2114882746.0, ""pct"": null}, ""pe_pct"": 97.61, ""pb_pct"": 94.69}",
227,heat,stock,688981,2026-06-28,97.16,"{""volatility_pct"": 91.92, ""momentum_pct"": 87.14, ""amount_pct"": 97.16, ""fund_flow_main"": {""raw"": -74910144.0, ""pct"": null}, ""margin_buy"": {""raw"": 2114882746.0, ""pct"": null}, ""pe_pct"": 97.61, ""pb_pct"": 94.69}",
228,fear,stock,002415,2026-06-28,71.79,"{""volatility_pct"": 89.21, ""momentum_pct"": 80.04, ""amount_pct"": 89.63, ""pe_pct"": 12.34, ""pb_pct"": 9.67}",
229,greed,stock,002415,2026-06-28,47.92,"{""volatility_pct"": 89.21, ""momentum_pct"": 80.04, ""amount_pct"": 89.63, ""pe_pct"": 12.34, ""pb_pct"": 9.67}",
230,heat,stock,002415,2026-06-28,89.63,"{""volatility_pct"": 89.21, ""momentum_pct"": 80.04, ""amount_pct"": 89.63, ""pe_pct"": 12.34, ""pb_pct"": 9.67}",
231,fear,stock,au9999,2026-06-28,93.38,"{""volatility_pct"": 91.97, ""momentum_pct"": 5.22, ""amount_pct"": 0.04}",
232,greed,stock,au9999,2026-06-28,2.63,"{""volatility_pct"": 91.97, ""momentum_pct"": 5.22, ""amount_pct"": 0.04}",
233,heat,stock,au9999,2026-06-28,0.04,"{""volatility_pct"": 91.97, ""momentum_pct"": 5.22, ""amount_pct"": 0.04}",
234,fear,stock,512710,2026-06-28,73.01,"{""volatility_pct"": 64.62, ""momentum_pct"": 18.6, ""amount_pct"": 69.3, ""fund_flow_main"": {""raw"": 175362655.0, ""pct"": null}, ""margin_buy"": {""raw"": 33263940.0, ""pct"": null}}",
235,greed,stock,512710,2026-06-28,43.95,"{""volatility_pct"": 64.62, ""momentum_pct"": 18.6, ""amount_pct"": 69.3, ""fund_flow_main"": {""raw"": 175362655.0, ""pct"": null}, ""margin_buy"": {""raw"": 33263940.0, ""pct"": null}}",
236,heat,stock,512710,2026-06-28,69.3,"{""volatility_pct"": 64.62, ""momentum_pct"": 18.6, ""amount_pct"": 69.3, ""fund_flow_main"": {""raw"": 175362655.0, ""pct"": null}, ""margin_buy"": {""raw"": 33263940.0, ""pct"": null}}",
237,fear,stock,601127,2026-06-28,71.93,"{""volatility_pct"": 15.54, ""momentum_pct"": 15.43, ""amount_pct"": 40.29, ""fund_flow_main"": {""raw"": -200295564.0, ""pct"": null}, ""margin_buy"": {""raw"": 135347322.0, ""pct"": null}, ""pe_pct"": 0.04, ""pb_pct"": 12.34}",
238,greed,stock,601127,2026-06-28,17.02,"{""volatility_pct"": 15.54, ""momentum_pct"": 15.43, ""amount_pct"": 40.29, ""fund_flow_main"": {""raw"": -200295564.0, ""pct"": null}, ""margin_buy"": {""raw"": 135347322.0, ""pct"": null}, ""pe_pct"": 0.04, ""pb_pct"": 12.34}",
239,heat,stock,601127,2026-06-28,40.29,"{""volatility_pct"": 15.54, ""momentum_pct"": 15.43, ""amount_pct"": 40.29, ""fund_flow_main"": {""raw"": -200295564.0, ""pct"": null}, ""margin_buy"": {""raw"": 135347322.0, ""pct"": null}, ""pe_pct"": 0.04, ""pb_pct"": 12.34}",
240,fear,stock,HK01810,2026-06-28,67.23,"{""volatility_pct"": 35.16, ""momentum_pct"": 0.69, ""amount_pct"": 85.48}",
241,greed,stock,HK01810,2026-06-28,43.09,"{""volatility_pct"": 35.16, ""momentum_pct"": 0.69, ""amount_pct"": 85.48}",
242,heat,stock,HK01810,2026-06-28,85.48,"{""volatility_pct"": 35.16, ""momentum_pct"": 0.69, ""amount_pct"": 85.48}",
243,fear,sector,沪深300,2026-06-28,82.61,"{""volatility_pct"": 89.71, ""momentum_pct"": 24.49, ""amount_pct"": 89.91}",
244,greed,sector,沪深300,2026-06-28,57.2,"{""volatility_pct"": 89.71, ""momentum_pct"": 24.49, ""amount_pct"": 89.91}",
245,heat,sector,沪深300,2026-06-28,89.91,"{""volatility_pct"": 89.71, ""momentum_pct"": 24.49, ""amount_pct"": 89.91}",
246,fear,sector,中证500,2026-06-28,68.16,"{""volatility_pct"": 88.71, ""momentum_pct"": 52.39, ""amount_pct"": 86.52}",
247,greed,sector,中证500,2026-06-28,69.45,"{""volatility_pct"": 88.71, ""momentum_pct"": 52.39, ""amount_pct"": 86.52}",
248,heat,sector,中证500,2026-06-28,86.52,"{""volatility_pct"": 88.71, ""momentum_pct"": 52.39, ""amount_pct"": 86.52}",
249,fear,sector,银行,2026-06-28,89.1,"{""volatility_pct"": 87.62, ""momentum_pct"": 9.42, ""amount_pct"": 81.68}",
250,greed,sector,银行,2026-06-28,45.55,"{""volatility_pct"": 87.62, ""momentum_pct"": 9.42, ""amount_pct"": 81.68}",
251,heat,sector,银行,2026-06-28,81.68,"{""volatility_pct"": 87.62, ""momentum_pct"": 9.42, ""amount_pct"": 81.68}",
252,fear,sector,白酒,2026-06-28,66.22,"{""volatility_pct"": 47.54, ""momentum_pct"": 15.1, ""amount_pct"": 57.25}",
253,greed,sector,白酒,2026-06-28,36.17,"{""volatility_pct"": 47.54, ""momentum_pct"": 15.1, ""amount_pct"": 57.25}",
254,heat,sector,白酒,2026-06-28,57.25,"{""volatility_pct"": 47.54, ""momentum_pct"": 15.1, ""amount_pct"": 57.25}",
255,fear,sector,半导体,2026-06-28,50.89,"{""volatility_pct"": 97.96, ""momentum_pct"": 96.17, ""amount_pct"": 97.42, ""sector_flow"": {""raw"": -26207293440.0, ""pct"": null}}",
256,greed,sector,半导体,2026-06-28,96.8,"{""volatility_pct"": 97.96, ""momentum_pct"": 96.17, ""amount_pct"": 97.42, ""sector_flow"": {""raw"": -26207293440.0, ""pct"": null}}",
257,heat,sector,半导体,2026-06-28,97.42,"{""volatility_pct"": 97.96, ""momentum_pct"": 96.17, ""amount_pct"": 97.42, ""sector_flow"": {""raw"": -26207293440.0, ""pct"": null}}",
258,fear,sector,医药,2026-06-28,39.05,"{""volatility_pct"": 62.34, ""momentum_pct"": 84.23, ""amount_pct"": 79.53}",
259,greed,sector,医药,2026-06-28,81.88,"{""volatility_pct"": 62.34, ""momentum_pct"": 84.23, ""amount_pct"": 79.53}",
260,heat,sector,医药,2026-06-28,79.53,"{""volatility_pct"": 62.34, ""momentum_pct"": 84.23, ""amount_pct"": 79.53}",
261,fear,sector,新能源车,2026-06-28,89.22,"{""volatility_pct"": 81.21, ""momentum_pct"": 2.76, ""amount_pct"": 36.52}",
262,greed,sector,新能源车,2026-06-28,19.64,"{""volatility_pct"": 81.21, ""momentum_pct"": 2.76, ""amount_pct"": 36.52}",
263,heat,sector,新能源车,2026-06-28,36.52,"{""volatility_pct"": 81.21, ""momentum_pct"": 2.76, ""amount_pct"": 36.52}",
264,fear,market,MARKET,2026-06-29,78.22,"{""volatility_pct"": 71.88, ""momentum_pct"": 15.43, ""amount_pct"": 95.53, ""limit_chain"": {""raw"": 3, ""pct"": null}, ""limit_count"": {""raw"": 107, ""pct"": 91.67}, ""margin_balance"": {""raw"": 801602446146.0, ""pct"": null}, ""breadth_up"": {""raw"": 0.44785053509885725, ""pct"": null}, ""breadth_down"": {""raw"": 0.5320152367132233, ""pct"": null}}",
265,greed,market,MARKET,2026-06-29,55.48,"{""volatility_pct"": 71.88, ""momentum_pct"": 15.43, ""amount_pct"": 95.53, ""limit_chain"": {""raw"": 3, ""pct"": null}, ""limit_count"": {""raw"": 107, ""pct"": 91.67}, ""margin_balance"": {""raw"": 801602446146.0, ""pct"": null}, ""breadth_up"": {""raw"": 0.44785053509885725, ""pct"": null}, ""breadth_down"": {""raw"": 0.5320152367132233, ""pct"": null}}",
266,heat,market,MARKET,2026-06-29,93.6,"{""volatility_pct"": 71.88, ""momentum_pct"": 15.43, ""amount_pct"": 95.53, ""limit_chain"": {""raw"": 3, ""pct"": null}, ""limit_count"": {""raw"": 107, ""pct"": 91.67}, ""margin_balance"": {""raw"": 801602446146.0, ""pct"": null}, ""breadth_up"": {""raw"": 0.44785053509885725, ""pct"": null}, ""breadth_down"": {""raw"": 0.5320152367132233, ""pct"": null}}",
267,fear,stock,600519,2026-06-29,76.61,"{""volatility_pct"": 41.59, ""momentum_pct"": 34.58, ""amount_pct"": 87.26, ""fund_flow_main"": {""raw"": -52656848.0, ""pct"": null}, ""margin_buy"": {""raw"": 399270757.0, ""pct"": null}, ""pe_pct"": 0.02, ""pb_pct"": 0.55}",
268,greed,stock,600519,2026-06-29,30.6,"{""volatility_pct"": 41.59, ""momentum_pct"": 34.58, ""amount_pct"": 87.26, ""fund_flow_main"": {""raw"": -52656848.0, ""pct"": null}, ""margin_buy"": {""raw"": 399270757.0, ""pct"": null}, ""pe_pct"": 0.02, ""pb_pct"": 0.55}",
269,heat,stock,600519,2026-06-29,87.26,"{""volatility_pct"": 41.59, ""momentum_pct"": 34.58, ""amount_pct"": 87.26, ""fund_flow_main"": {""raw"": -52656848.0, ""pct"": null}, ""margin_buy"": {""raw"": 399270757.0, ""pct"": null}, ""pe_pct"": 0.02, ""pb_pct"": 0.55}",
270,fear,stock,000858,2026-06-29,64.93,"{""volatility_pct"": 23.77, ""momentum_pct"": 23.73, ""amount_pct"": 61.55, ""fund_flow_main"": {""raw"": 1825893888.0, ""pct"": null}, ""pe_pct"": 40.31, ""pb_pct"": 0.02}",
271,greed,stock,000858,2026-06-29,31.4,"{""volatility_pct"": 23.77, ""momentum_pct"": 23.73, ""amount_pct"": 61.55, ""fund_flow_main"": {""raw"": 1825893888.0, ""pct"": null}, ""pe_pct"": 40.31, ""pb_pct"": 0.02}",
272,heat,stock,000858,2026-06-29,61.55,"{""volatility_pct"": 23.77, ""momentum_pct"": 23.73, ""amount_pct"": 61.55, ""fund_flow_main"": {""raw"": 1825893888.0, ""pct"": null}, ""pe_pct"": 40.31, ""pb_pct"": 0.02}",
273,fear,stock,600036,2026-06-29,72.47,"{""volatility_pct"": 22.61, ""momentum_pct"": 18.38, ""amount_pct"": 87.35, ""fund_flow_main"": {""raw"": -155222164.0, ""pct"": null}, ""margin_buy"": {""raw"": 327916159.0, ""pct"": null}, ""pe_pct"": 13.0, ""pb_pct"": 1.33}",
274,greed,stock,600036,2026-06-29,30.01,"{""volatility_pct"": 22.61, ""momentum_pct"": 18.38, ""amount_pct"": 87.35, ""fund_flow_main"": {""raw"": -155222164.0, ""pct"": null}, ""margin_buy"": {""raw"": 327916159.0, ""pct"": null}, ""pe_pct"": 13.0, ""pb_pct"": 1.33}",
275,heat,stock,600036,2026-06-29,87.35,"{""volatility_pct"": 22.61, ""momentum_pct"": 18.38, ""amount_pct"": 87.35, ""fund_flow_main"": {""raw"": -155222164.0, ""pct"": null}, ""margin_buy"": {""raw"": 327916159.0, ""pct"": null}, ""pe_pct"": 13.0, ""pb_pct"": 1.33}",
276,fear,stock,601318,2026-06-29,94.5,"{""volatility_pct"": 88.55, ""momentum_pct"": 5.47, ""amount_pct"": 87.35, ""fund_flow_main"": {""raw"": -181602912.0, ""pct"": null}, ""margin_buy"": {""raw"": 887953862.0, ""pct"": null}, ""pe_pct"": 0.1, ""pb_pct"": 4.99}",
277,greed,stock,601318,2026-06-29,24.48,"{""volatility_pct"": 88.55, ""momentum_pct"": 5.47, ""amount_pct"": 87.35, ""fund_flow_main"": {""raw"": -181602912.0, ""pct"": null}, ""margin_buy"": {""raw"": 887953862.0, ""pct"": null}, ""pe_pct"": 0.1, ""pb_pct"": 4.99}",
278,heat,stock,601318,2026-06-29,87.35,"{""volatility_pct"": 88.55, ""momentum_pct"": 5.47, ""amount_pct"": 87.35, ""fund_flow_main"": {""raw"": -181602912.0, ""pct"": null}, ""margin_buy"": {""raw"": 887953862.0, ""pct"": null}, ""pe_pct"": 0.1, ""pb_pct"": 4.99}",
279,fear,stock,HK00700,2026-06-29,77.05,"{""volatility_pct"": 82.7, ""momentum_pct"": 28.61, ""amount_pct"": 78.21}",
280,greed,stock,HK00700,2026-06-29,53.41,"{""volatility_pct"": 82.7, ""momentum_pct"": 28.61, ""amount_pct"": 78.21}",
281,heat,stock,HK00700,2026-06-29,78.21,"{""volatility_pct"": 82.7, ""momentum_pct"": 28.61, ""amount_pct"": 78.21}",
282,fear,stock,HK09988,2026-06-29,75.27,"{""volatility_pct"": 56.9, ""momentum_pct"": 6.37, ""amount_pct"": 86.7}",
283,greed,stock,HK09988,2026-06-29,46.54,"{""volatility_pct"": 56.9, ""momentum_pct"": 6.37, ""amount_pct"": 86.7}",
284,heat,stock,HK09988,2026-06-29,86.7,"{""volatility_pct"": 56.9, ""momentum_pct"": 6.37, ""amount_pct"": 86.7}",
291,fear,stock,510300,2026-06-29,88.79,"{""volatility_pct"": 89.8, ""momentum_pct"": 12.21, ""amount_pct"": 99.23, ""fund_flow_main"": {""raw"": 187967008.0, ""pct"": null}, ""margin_buy"": {""raw"": 163152430.0, ""pct"": null}}",
292,greed,stock,510300,2026-06-29,55.72,"{""volatility_pct"": 89.8, ""momentum_pct"": 12.21, ""amount_pct"": 99.23, ""fund_flow_main"": {""raw"": 187967008.0, ""pct"": null}, ""margin_buy"": {""raw"": 163152430.0, ""pct"": null}}",
293,heat,stock,510300,2026-06-29,99.23,"{""volatility_pct"": 89.8, ""momentum_pct"": 12.21, ""amount_pct"": 99.23, ""fund_flow_main"": {""raw"": 187967008.0, ""pct"": null}, ""margin_buy"": {""raw"": 163152430.0, ""pct"": null}}",
294,fear,stock,510500,2026-06-29,73.23,"{""volatility_pct"": 86.8, ""momentum_pct"": 40.34, ""amount_pct"": 80.88, ""fund_flow_main"": {""raw"": 251151696.0, ""pct"": null}, ""margin_buy"": {""raw"": 154802983.0, ""pct"": null}}",
295,greed,stock,510500,2026-06-29,60.61,"{""volatility_pct"": 86.8, ""momentum_pct"": 40.34, ""amount_pct"": 80.88, ""fund_flow_main"": {""raw"": 251151696.0, ""pct"": null}, ""margin_buy"": {""raw"": 154802983.0, ""pct"": null}}",
296,heat,stock,510500,2026-06-29,80.88,"{""volatility_pct"": 86.8, ""momentum_pct"": 40.34, ""amount_pct"": 80.88, ""fund_flow_main"": {""raw"": 251151696.0, ""pct"": null}, ""margin_buy"": {""raw"": 154802983.0, ""pct"": null}}",
297,fear,stock,002594,2026-06-29,73.78,"{""volatility_pct"": 45.0, ""momentum_pct"": 2.75, ""amount_pct"": 53.27, ""pe_pct"": 19.57, ""pb_pct"": 27.58}",
298,greed,stock,002594,2026-06-29,25.79,"{""volatility_pct"": 45.0, ""momentum_pct"": 2.75, ""amount_pct"": 53.27, ""pe_pct"": 19.57, ""pb_pct"": 27.58}",
299,heat,stock,002594,2026-06-29,53.27,"{""volatility_pct"": 45.0, ""momentum_pct"": 2.75, ""amount_pct"": 53.27, ""pe_pct"": 19.57, ""pb_pct"": 27.58}",
300,fear,stock,002714,2026-06-29,57.98,"{""volatility_pct"": 75.31, ""momentum_pct"": 89.43, ""amount_pct"": 98.73, ""pe_pct"": 53.81, ""pb_pct"": 0.14}",
301,greed,stock,002714,2026-06-29,60.53,"{""volatility_pct"": 75.31, ""momentum_pct"": 89.43, ""amount_pct"": 98.73, ""pe_pct"": 53.81, ""pb_pct"": 0.14}",
302,heat,stock,002714,2026-06-29,98.73,"{""volatility_pct"": 75.31, ""momentum_pct"": 89.43, ""amount_pct"": 98.73, ""pe_pct"": 53.81, ""pb_pct"": 0.14}",
303,fear,stock,003816,2026-06-29,53.67,"{""volatility_pct"": 76.81, ""momentum_pct"": 14.35, ""amount_pct"": 57.45, ""pe_pct"": 87.7, ""pb_pct"": 60.09}",
304,greed,stock,003816,2026-06-29,54.9,"{""volatility_pct"": 76.81, ""momentum_pct"": 14.35, ""amount_pct"": 57.45, ""pe_pct"": 87.7, ""pb_pct"": 60.09}",
305,heat,stock,003816,2026-06-29,57.45,"{""volatility_pct"": 76.81, ""momentum_pct"": 14.35, ""amount_pct"": 57.45, ""pe_pct"": 87.7, ""pb_pct"": 60.09}",
306,fear,stock,562500,2026-06-29,83.47,"{""volatility_pct"": 75.12, ""momentum_pct"": 8.18, ""amount_pct"": 77.6, ""fund_flow_main"": {""raw"": 17997688.0, ""pct"": null}, ""margin_buy"": {""raw"": 49514379.0, ""pct"": null}}",
307,greed,stock,562500,2026-06-29,42.89,"{""volatility_pct"": 75.12, ""momentum_pct"": 8.18, ""amount_pct"": 77.6, ""fund_flow_main"": {""raw"": 17997688.0, ""pct"": null}, ""margin_buy"": {""raw"": 49514379.0, ""pct"": null}}",
308,heat,stock,562500,2026-06-29,77.6,"{""volatility_pct"": 75.12, ""momentum_pct"": 8.18, ""amount_pct"": 77.6, ""fund_flow_main"": {""raw"": 17997688.0, ""pct"": null}, ""margin_buy"": {""raw"": 49514379.0, ""pct"": null}}",
309,fear,stock,601919,2026-06-29,62.44,"{""volatility_pct"": 46.17, ""momentum_pct"": 31.7, ""amount_pct"": 35.09, ""fund_flow_main"": {""raw"": -90999602.0, ""pct"": null}, ""margin_buy"": {""raw"": 57936673.0, ""pct"": null}, ""pe_pct"": 51.93, ""pb_pct"": 12.79}",
310,greed,stock,601919,2026-06-29,32.88,"{""volatility_pct"": 46.17, ""momentum_pct"": 31.7, ""amount_pct"": 35.09, ""fund_flow_main"": {""raw"": -90999602.0, ""pct"": null}, ""margin_buy"": {""raw"": 57936673.0, ""pct"": null}, ""pe_pct"": 51.93, ""pb_pct"": 12.79}",
311,heat,stock,601919,2026-06-29,35.09,"{""volatility_pct"": 46.17, ""momentum_pct"": 31.7, ""amount_pct"": 35.09, ""fund_flow_main"": {""raw"": -90999602.0, ""pct"": null}, ""margin_buy"": {""raw"": 57936673.0, ""pct"": null}, ""pe_pct"": 51.93, ""pb_pct"": 12.79}",
312,fear,stock,515450,2026-06-29,63.91,"{""volatility_pct"": 40.84, ""momentum_pct"": 13.03, ""amount_pct"": 94.96, ""fund_flow_main"": {""raw"": -9033437.0, ""pct"": null}, ""margin_buy"": {""raw"": 20578853.0, ""pct"": null}}",
313,greed,stock,515450,2026-06-29,53.99,"{""volatility_pct"": 40.84, ""momentum_pct"": 13.03, ""amount_pct"": 94.96, ""fund_flow_main"": {""raw"": -9033437.0, ""pct"": null}, ""margin_buy"": {""raw"": 20578853.0, ""pct"": null}}",
314,heat,stock,515450,2026-06-29,94.96,"{""volatility_pct"": 40.84, ""momentum_pct"": 13.03, ""amount_pct"": 94.96, ""fund_flow_main"": {""raw"": -9033437.0, ""pct"": null}, ""margin_buy"": {""raw"": 20578853.0, ""pct"": null}}",
315,fear,stock,000725,2026-06-29,34.84,"{""volatility_pct"": 98.54, ""momentum_pct"": 98.81, ""amount_pct"": 99.8, ""pe_pct"": 73.56, ""pb_pct"": 86.8}",
316,greed,stock,000725,2026-06-29,89.74,"{""volatility_pct"": 98.54, ""momentum_pct"": 98.81, ""amount_pct"": 99.8, ""pe_pct"": 73.56, ""pb_pct"": 86.8}",
317,heat,stock,000725,2026-06-29,99.8,"{""volatility_pct"": 98.54, ""momentum_pct"": 98.81, ""amount_pct"": 99.8, ""pe_pct"": 73.56, ""pb_pct"": 86.8}",
318,fear,stock,588870,2026-06-29,47.55,"{""volatility_pct"": 90.19, ""momentum_pct"": 95.09, ""amount_pct"": 89.3, ""fund_flow_main"": {""raw"": 5471347.0, ""pct"": null}}",
319,greed,stock,588870,2026-06-29,92.19,"{""volatility_pct"": 90.19, ""momentum_pct"": 95.09, ""amount_pct"": 89.3, ""fund_flow_main"": {""raw"": 5471347.0, ""pct"": null}}",
320,heat,stock,588870,2026-06-29,89.3,"{""volatility_pct"": 90.19, ""momentum_pct"": 95.09, ""amount_pct"": 89.3, ""fund_flow_main"": {""raw"": 5471347.0, ""pct"": null}}",
321,fear,sector,创业板,2026-06-29,90.03,"{""volatility_pct"": 95.96, ""momentum_pct"": 15.91, ""amount_pct"": 94.96}",
322,greed,sector,创业板,2026-06-29,55.43,"{""volatility_pct"": 95.96, ""momentum_pct"": 15.91, ""amount_pct"": 94.96}",
323,heat,sector,创业板,2026-06-29,94.96,"{""volatility_pct"": 95.96, ""momentum_pct"": 15.91, ""amount_pct"": 94.96}",
324,fear,sector,科创50,2026-06-29,49.15,"{""volatility_pct"": 95.13, ""momentum_pct"": 96.83, ""amount_pct"": 97.17}",
325,greed,sector,科创50,2026-06-29,97.0,"{""volatility_pct"": 95.13, ""momentum_pct"": 96.83, ""amount_pct"": 97.17}",
326,heat,sector,科创50,2026-06-29,97.17,"{""volatility_pct"": 95.13, ""momentum_pct"": 96.83, ""amount_pct"": 97.17}",
327,fear,market,MARKET,2026-06-30,53.37,"{""volatility_pct"": 78.62, ""momentum_pct"": 71.89, ""amount_pct"": 89.3, ""limit_chain"": {""raw"": 3, ""pct"": 17.65}, ""limit_count"": {""raw"": 140, ""pct"": 99.59}, ""margin_balance"": {""raw"": 801602446146.0, ""pct"": 63.27}}",
328,greed,market,MARKET,2026-06-30,60.53,"{""volatility_pct"": 78.62, ""momentum_pct"": 71.89, ""amount_pct"": 89.3, ""limit_chain"": {""raw"": 3, ""pct"": 17.65}, ""limit_count"": {""raw"": 140, ""pct"": 99.59}, ""margin_balance"": {""raw"": 801602446146.0, ""pct"": 63.27}}",
329,heat,market,MARKET,2026-06-30,94.44,"{""volatility_pct"": 78.62, ""momentum_pct"": 71.89, ""amount_pct"": 89.3, ""limit_chain"": {""raw"": 3, ""pct"": 17.65}, ""limit_count"": {""raw"": 140, ""pct"": 99.59}, ""margin_balance"": {""raw"": 801602446146.0, ""pct"": 63.27}}",
330,fear,stock,600519,2026-06-30,74.05,"{""volatility_pct"": 40.92, ""momentum_pct"": 44.12, ""amount_pct"": 47.54, ""margin_buy"": {""raw"": 717452159.0, ""pct"": null}, ""pe_pct"": 0.06, ""pb_pct"": 0.55}",
331,greed,stock,600519,2026-06-30,23.07,"{""volatility_pct"": 40.92, ""momentum_pct"": 44.12, ""amount_pct"": 47.54, ""margin_buy"": {""raw"": 717452159.0, ""pct"": null}, ""pe_pct"": 0.06, ""pb_pct"": 0.55}",
332,heat,stock,600519,2026-06-30,47.54,"{""volatility_pct"": 40.92, ""momentum_pct"": 44.12, ""amount_pct"": 47.54, ""margin_buy"": {""raw"": 717452159.0, ""pct"": null}, ""pe_pct"": 0.06, ""pb_pct"": 0.55}",
333,fear,stock,000858,2026-06-30,58.27,"{""volatility_pct"": 22.36, ""momentum_pct"": 47.82, ""amount_pct"": 49.02, ""pe_pct"": 41.34, ""pb_pct"": 0.12}",
334,greed,stock,000858,2026-06-30,34.58,"{""volatility_pct"": 22.36, ""momentum_pct"": 47.82, ""amount_pct"": 49.02, ""pe_pct"": 41.34, ""pb_pct"": 0.12}",
335,heat,stock,000858,2026-06-30,49.02,"{""volatility_pct"": 22.36, ""momentum_pct"": 47.82, ""amount_pct"": 49.02, ""pe_pct"": 41.34, ""pb_pct"": 0.12}",
336,fear,stock,600036,2026-06-30,76.95,"{""volatility_pct"": 30.18, ""momentum_pct"": 9.42, ""amount_pct"": 87.52, ""margin_buy"": {""raw"": 196774912.0, ""pct"": null}, ""pe_pct"": 12.09, ""pb_pct"": 0.88}",
337,greed,stock,600036,2026-06-30,27.48,"{""volatility_pct"": 30.18, ""momentum_pct"": 9.42, ""amount_pct"": 87.52, ""margin_buy"": {""raw"": 196774912.0, ""pct"": null}, ""pe_pct"": 12.09, ""pb_pct"": 0.88}",
338,heat,stock,600036,2026-06-30,87.52,"{""volatility_pct"": 30.18, ""momentum_pct"": 9.42, ""amount_pct"": 87.52, ""margin_buy"": {""raw"": 196774912.0, ""pct"": null}, ""pe_pct"": 12.09, ""pb_pct"": 0.88}",
339,fear,stock,601318,2026-06-30,92.98,"{""volatility_pct"": 88.72, ""momentum_pct"": 10.4, ""amount_pct"": 82.02, ""margin_buy"": {""raw"": 366873986.0, ""pct"": null}, ""pe_pct"": 0.14, ""pb_pct"": 6.26}",
340,greed,stock,601318,2026-06-30,24.7,"{""volatility_pct"": 88.72, ""momentum_pct"": 10.4, ""amount_pct"": 82.02, ""margin_buy"": {""raw"": 366873986.0, ""pct"": null}, ""pe_pct"": 0.14, ""pb_pct"": 6.26}",
341,heat,stock,601318,2026-06-30,82.02,"{""volatility_pct"": 88.72, ""momentum_pct"": 10.4, ""amount_pct"": 82.02, ""margin_buy"": {""raw"": 366873986.0, ""pct"": null}, ""pe_pct"": 0.14, ""pb_pct"": 6.26}",
342,fear,stock,HK00700,2026-06-30,51.73,"{""volatility_pct"": 83.28, ""momentum_pct"": 79.83, ""amount_pct"": 73.28}",
343,greed,stock,HK00700,2026-06-30,76.56,"{""volatility_pct"": 83.28, ""momentum_pct"": 79.83, ""amount_pct"": 73.28}",
