id,level,scope,factor,snap_date,raw_value,percentile,window_days,sample_size
1940,market,MARKET,margin_balance,2016-04-28,500651639412.0,,250,0
1941,market,MARKET,margin_balance,2016-04-27,501204693006.0,,250,0
1942,market,MARKET,margin_balance,2016-04-26,502142432560.0,,250,0
1943,market,MARKET,margin_balance,2016-04-25,502993921174.0,,250,0
1944,market,MARKET,margin_balance,2016-04-22,503537035386.0,,250,0
1945,market,MARKET,margin_balance,2016-04-21,506657305117.0,,250,0
1946,market,MARKET,margin_balance,2016-04-20,507989279590.0,,250,0
1947,market,MARKET,margin_balance,2016-04-19,514195326488.0,,250,0
1948,market,MARKET,margin_balance,2016-04-18,514158771064.0,,250,0
1949,market,MARKET,margin_balance,2016-04-15,515825655962.0,,250,0
1950,market,MARKET,margin_balance,2016-04-14,517324877789.0,,250,0
1951,market,MARKET,margin_balance,2016-04-13,516033079084.0,,250,0
1952,market,MARKET,margin_balance,2016-04-12,512091465741.0,,250,0
1953,market,MARKET,margin_balance,2016-04-11,513998227760.0,,250,0
1954,market,MARKET,margin_balance,2016-04-08,511588741384.0,,250,0
1955,market,MARKET,margin_balance,2016-04-07,514628330354.0,,250,0
1956,market,MARKET,margin_balance,2016-04-06,515517987062.0,,250,0
1957,market,MARKET,margin_balance,2016-04-05,514066086743.0,,250,0
1958,market,MARKET,margin_balance,2016-04-01,507950695466.0,,250,0
1959,market,MARKET,margin_balance,2016-03-31,511872039672.0,,250,0
1960,market,MARKET,margin_balance,2016-03-30,511465980860.0,,250,0
1961,market,MARKET,margin_balance,2016-03-29,510244338938.0,,250,0
1962,market,MARKET,margin_balance,2016-03-28,510926615519.0,,250,0
1963,market,MARKET,margin_balance,2016-03-25,510273685989.0,,250,0
1964,market,MARKET,margin_balance,2016-03-24,510817702120.0,,250,0
1965,market,MARKET,margin_balance,2016-03-23,511378442196.0,,250,0
1966,market,MARKET,margin_balance,2016-03-22,508968770688.0,,250,0
1967,market,MARKET,margin_balance,2016-03-21,507393688482.0,,250,0
1968,market,MARKET,margin_balance,2016-03-18,496583662520.0,,250,0
1969,market,MARKET,margin_balance,2016-03-17,490221303971.0,,250,0
1970,market,MARKET,margin_balance,2016-03-16,485373333505.0,,250,0
1971,market,MARKET,margin_balance,2016-03-15,492306217485.0,,250,0
1972,market,MARKET,margin_balance,2016-03-14,495497789461.0,,250,0
1973,market,MARKET,margin_balance,2016-03-11,491604772599.0,,250,0
1974,market,MARKET,margin_balance,2016-03-10,493878975964.0,,250,0
1975,market,MARKET,margin_balance,2016-03-09,494722916409.0,,250,0
1976,market,MARKET,margin_balance,2016-03-08,497584729473.0,,250,0
1977,market,MARKET,margin_balance,2016-03-07,499248332446.0,,250,0
1978,market,MARKET,margin_balance,2016-03-04,496783148388.0,,250,0
1979,market,MARKET,margin_balance,2016-03-03,504904481230.0,,250,0
1980,market,MARKET,margin_balance,2016-03-02,504129749447.0,,250,0
1981,market,MARKET,margin_balance,2016-03-01,501597638245.0,,250,0
1982,market,MARKET,margin_balance,2016-02-29,502664760557.0,,250,0
1983,market,MARKET,margin_balance,2016-02-26,511578362133.0,,250,0
1984,market,MARKET,margin_balance,2016-02-25,515180978822.0,,250,0
1985,market,MARKET,margin_balance,2016-02-24,522220174891.0,,250,0
1986,market,MARKET,margin_balance,2016-02-23,520794357646.0,,250,0
1987,market,MARKET,margin_balance,2016-02-22,520943152313.0,,250,0
1988,market,MARKET,margin_balance,2016-02-19,519427986830.0,,250,0
1989,market,MARKET,margin_balance,2016-02-18,521029120871.0,,250,0
1990,market,MARKET,margin_balance,2016-02-17,520435981746.0,,250,0
1991,market,MARKET,margin_balance,2016-02-16,519760860178.0,,250,0
1992,market,MARKET,margin_balance,2016-02-15,516676470119.0,,250,0
1993,market,MARKET,margin_balance,2016-02-05,515450164189.0,,250,0
1994,market,MARKET,margin_balance,2016-02-04,525819102014.0,,250,0
1995,market,MARKET,margin_balance,2016-02-03,527919123110.0,,250,0
1996,market,MARKET,margin_balance,2016-02-02,530357680472.0,,250,0
1997,market,MARKET,margin_balance,2016-02-01,529869482034.0,,250,0
1998,market,MARKET,margin_balance,2016-01-29,534568872594.0,,250,0
1999,market,MARKET,margin_balance,2016-01-28,538940298955.0,,250,0
2000,market,MARKET,margin_balance,2016-01-27,547919967766.0,,250,0
2001,market,MARKET,margin_balance,2016-01-26,560536404345.0,,250,0
2002,market,MARKET,margin_balance,2016-01-25,574750371909.0,,250,0
2003,market,MARKET,margin_balance,2016-01-22,576371301772.0,,250,0
2004,market,MARKET,margin_balance,2016-01-21,579740570176.0,,250,0
2005,market,MARKET,margin_balance,2016-01-20,583683167652.0,,250,0
2006,market,MARKET,margin_balance,2016-01-19,585163026052.0,,250,0
2007,market,MARKET,margin_balance,2016-01-18,585652739514.0,,250,0
2008,market,MARKET,margin_balance,2016-01-15,587092462934.0,,250,0
2009,market,MARKET,margin_balance,2016-01-14,595814849528.0,,250,0
2010,market,MARKET,margin_balance,2016-01-13,602116971600.0,,250,0
2011,market,MARKET,margin_balance,2016-01-12,612174126683.0,,250,0
2012,market,MARKET,margin_balance,2016-01-11,623981608907.0,,250,0
2013,market,MARKET,margin_balance,2016-01-08,642738422591.0,,250,0
2014,market,MARKET,margin_balance,2016-01-07,655485269875.0,,250,0
2015,market,MARKET,margin_balance,2016-01-06,661685364160.0,,250,0
2016,market,MARKET,margin_balance,2016-01-05,664390318480.0,,250,0
2017,market,MARKET,margin_balance,2016-01-04,676180443751.0,,250,0
2018,market,MARKET,margin_balance,2015-12-31,682632758482.0,,250,0
2019,market,MARKET,margin_balance,2015-12-30,692758538892.0,,250,0
2020,market,MARKET,margin_balance,2015-12-29,691841161906.0,,250,0
2021,market,MARKET,margin_balance,2015-12-28,692951128178.0,,250,0
2022,market,MARKET,margin_balance,2015-12-25,705059141115.0,,250,0
2023,market,MARKET,margin_balance,2015-12-24,706218519615.0,,250,0
2024,market,MARKET,margin_balance,2015-12-23,703882912213.0,,250,0
2025,market,MARKET,margin_balance,2015-12-22,696800973005.0,,250,0
2026,market,MARKET,margin_balance,2015-12-21,692478685878.0,,250,0
2027,market,MARKET,margin_balance,2015-12-18,687179394289.0,,250,0
2028,market,MARKET,margin_balance,2015-12-17,687712462583.0,,250,0
2029,market,MARKET,margin_balance,2015-12-16,689336656140.0,,250,0
2030,market,MARKET,margin_balance,2015-12-15,688925689927.0,,250,0
2031,market,MARKET,margin_balance,2015-12-14,688840709924.0,,250,0
2032,market,MARKET,margin_balance,2015-12-11,681273549814.0,,250,0
2033,market,MARKET,margin_balance,2015-12-10,682323145006.0,,250,0
2034,market,MARKET,margin_balance,2015-12-09,683999826326.0,,250,0
2035,market,MARKET,margin_balance,2015-12-08,685686973650.0,,250,0
2036,market,MARKET,margin_balance,2015-12-07,690792684243.0,,250,0
2037,market,MARKET,margin_balance,2015-12-04,691330060800.0,,250,0
2038,market,MARKET,margin_balance,2015-12-03,703365987078.0,,250,0
2039,market,MARKET,margin_balance,2015-12-02,707906155011.0,,250,0
2040,market,MARKET,margin_balance,2015-12-01,709650971802.0,,250,0
2041,market,MARKET,margin_balance,2015-11-30,707736380540.0,,250,0
2042,market,MARKET,margin_balance,2015-11-27,709632818670.0,,250,0
2043,market,MARKET,margin_balance,2015-11-26,723778063978.0,,250,0
2044,market,MARKET,margin_balance,2015-11-25,725046683206.0,,250,0
2045,market,MARKET,margin_balance,2015-11-24,726524624915.0,,250,0
2046,market,MARKET,margin_balance,2015-11-23,727114484488.0,,250,0
2047,market,MARKET,margin_balance,2015-11-20,729662743762.0,,250,0
2048,market,MARKET,margin_balance,2015-11-19,725833147236.0,,250,0
2049,market,MARKET,margin_balance,2015-11-18,720311260107.0,,250,0
2050,market,MARKET,margin_balance,2015-11-17,721354863922.0,,250,0
2051,market,MARKET,margin_balance,2015-11-16,711944428336.0,,250,0
2052,market,MARKET,margin_balance,2015-11-13,706179024089.0,,250,0
2053,market,MARKET,margin_balance,2015-11-12,706401386574.0,,250,0
2054,market,MARKET,margin_balance,2015-11-11,700693500918.0,,250,0
2055,market,MARKET,margin_balance,2015-11-10,694979566197.0,,250,0
2056,market,MARKET,margin_balance,2015-11-09,680999129756.0,,250,0
2057,market,MARKET,margin_balance,2015-11-06,659448635104.0,,250,0
2058,market,MARKET,margin_balance,2015-11-05,650821263421.0,,250,0
2059,market,MARKET,margin_balance,2015-11-04,638502907435.0,,250,0
2060,market,MARKET,margin_balance,2015-11-03,626597097684.0,,250,0
2061,market,MARKET,margin_balance,2015-11-02,626556525916.0,,250,0
2062,market,MARKET,margin_balance,2015-10-30,628845458181.0,,250,0
2063,market,MARKET,margin_balance,2015-10-29,630429828652.0,,250,0
2064,market,MARKET,margin_balance,2015-10-28,628040245660.0,,250,0
2065,market,MARKET,margin_balance,2015-10-27,630084819161.0,,250,0
2066,market,MARKET,margin_balance,2015-10-26,627484737913.0,,250,0
2067,market,MARKET,margin_balance,2015-10-23,620762377501.0,,250,0
2068,market,MARKET,margin_balance,2015-10-22,616889987672.0,,250,0
2069,market,MARKET,margin_balance,2015-10-21,611634694531.0,,250,0
2070,market,MARKET,margin_balance,2015-10-20,616658889211.0,,250,0
2071,market,MARKET,margin_balance,2015-10-19,610485264498.0,,250,0
2072,market,MARKET,margin_balance,2015-10-16,604523998062.0,,250,0
2073,market,MARKET,margin_balance,2015-10-15,602950543426.0,,250,0
2074,market,MARKET,margin_balance,2015-10-14,597514898442.0,,250,0
2075,market,MARKET,margin_balance,2015-10-13,594410596360.0,,250,0
2076,market,MARKET,margin_balance,2015-10-12,592888872759.0,,250,0
2077,market,MARKET,margin_balance,2015-10-09,575856537247.0,,250,0
2078,market,MARKET,margin_balance,2015-10-08,575434000279.0,,250,0
2079,market,MARKET,margin_balance,2015-09-30,566978456371.0,,250,0
2080,market,MARKET,margin_balance,2015-09-29,575376203839.0,,250,0
2081,market,MARKET,margin_balance,2015-09-28,580174290665.0,,250,0
2082,market,MARKET,margin_balance,2015-09-25,581167962765.0,,250,0
2083,market,MARKET,margin_balance,2015-09-24,590111290663.0,,250,0
2084,market,MARKET,margin_balance,2015-09-23,590177009645.0,,250,0
2085,market,MARKET,margin_balance,2015-09-22,592187764498.0,,250,0
2086,market,MARKET,margin_balance,2015-09-21,591670545844.0,,250,0
2087,market,MARKET,margin_balance,2015-09-18,590955078114.0,,250,0
2088,market,MARKET,margin_balance,2015-09-17,592481006296.0,,250,0
2089,market,MARKET,margin_balance,2015-09-16,590253865234.0,,250,0
2090,market,MARKET,margin_balance,2015-09-15,589151238339.0,,250,0
2091,market,MARKET,margin_balance,2015-09-14,602028231672.0,,250,0
2092,market,MARKET,margin_balance,2015-09-11,621002441190.0,,250,0
2093,market,MARKET,margin_balance,2015-09-10,622165096784.0,,250,0
2094,market,MARKET,margin_balance,2015-09-09,624592628482.0,,250,0
2095,market,MARKET,margin_balance,2015-09-08,615620517843.0,,250,0
2096,market,MARKET,margin_balance,2015-09-07,618053148990.0,,250,0
2097,market,MARKET,margin_balance,2015-09-02,608483856965.0,,250,0
2098,market,MARKET,margin_balance,2015-09-01,645076832339.0,,250,0
2099,market,MARKET,margin_balance,2015-08-31,675440104531.0,,250,0
2100,market,MARKET,margin_balance,2015-08-28,685325324628.0,,250,0
2101,market,MARKET,margin_balance,2015-08-27,687146977507.0,,250,0
2102,market,MARKET,margin_balance,2015-08-26,708465031507.0,,250,0
2103,market,MARKET,margin_balance,2015-08-25,742407908221.0,,250,0
2104,market,MARKET,margin_balance,2015-08-24,797947921527.0,,250,0
2105,market,MARKET,margin_balance,2015-08-21,850826086233.0,,250,0
2106,market,MARKET,margin_balance,2015-08-20,871586509989.0,,250,0
2107,market,MARKET,margin_balance,2015-08-19,877810122200.0,,250,0
2108,market,MARKET,margin_balance,2015-08-18,882433687126.0,,250,0
2109,market,MARKET,margin_balance,2015-08-17,896990230044.0,,250,0
2110,market,MARKET,margin_balance,2015-08-14,888324093764.0,,250,0
2111,market,MARKET,margin_balance,2015-08-13,885125858870.0,,250,0
2112,market,MARKET,margin_balance,2015-08-12,876197029584.0,,250,0
2113,market,MARKET,margin_balance,2015-08-11,872389433398.0,,250,0
2114,market,MARKET,margin_balance,2015-08-10,863609971167.0,,250,0
2115,market,MARKET,margin_balance,2015-08-07,847778233071.0,,250,0
2116,market,MARKET,margin_balance,2015-08-06,842292220483.0,,250,0
2117,market,MARKET,margin_balance,2015-08-05,844812793371.0,,250,0
2118,market,MARKET,margin_balance,2015-08-04,844719210385.0,,250,0
2119,market,MARKET,margin_balance,2015-08-03,834966880095.0,,250,0
2120,market,MARKET,margin_balance,2015-07-31,862203011973.0,,250,0
2121,market,MARKET,margin_balance,2015-07-30,883893891162.0,,250,0
2122,market,MARKET,margin_balance,2015-07-29,883937443529.0,,250,0
2123,market,MARKET,margin_balance,2015-07-28,889503805016.0,,250,0
2124,market,MARKET,margin_balance,2015-07-27,921514102577.0,,250,0
2125,market,MARKET,margin_balance,2015-07-24,943165214801.0,,250,0
2126,market,MARKET,margin_balance,2015-07-23,943632607517.0,,250,0
2127,market,MARKET,margin_balance,2015-07-22,931242599384.0,,250,0
2128,market,MARKET,margin_balance,2015-07-21,930950747413.0,,250,0
2129,market,MARKET,margin_balance,2015-07-20,923541942355.0,,250,0
2130,market,MARKET,margin_balance,2015-07-17,923161673969.0,,250,0
2131,market,MARKET,margin_balance,2015-07-16,920170867894.0,,250,0
2132,market,MARKET,margin_balance,2015-07-15,922359491019.0,,250,0
2133,market,MARKET,margin_balance,2015-07-14,938590348586.0,,250,0
2134,market,MARKET,margin_balance,2015-07-13,936128415608.0,,250,0
2135,market,MARKET,margin_balance,2015-07-10,934069726009.0,,250,0
2136,market,MARKET,margin_balance,2015-07-09,929542158109.0,,250,0
2137,stock,600519,margin_balance,2026-06-29,19311564435.0,,250,0
2138,stock,600036,margin_balance,2026-06-29,11643576219.0,,250,0
2139,stock,601318,margin_balance,2026-06-29,38367961515.0,,250,0
2140,stock,510300,margin_balance,2026-06-29,2648878807.0,,250,0
2141,stock,510500,margin_balance,2026-06-29,736782511.0,,250,0
2142,stock,562500,margin_balance,2026-06-29,621524569.0,,250,0
2143,stock,601919,margin_balance,2026-06-29,4893349964.0,,250,0
2144,stock,515450,margin_balance,2026-06-29,105656060.0,,250,0
2145,stock,601899,margin_balance,2026-06-29,12432226487.0,,250,0
2146,stock,600900,margin_balance,2026-06-29,12404153153.0,,250,0
2147,stock,600886,margin_balance,2026-06-29,740538150.0,,250,0
2148,stock,600030,margin_balance,2026-06-29,18857973524.0,,250,0
2149,stock,600276,margin_balance,2026-06-29,5560934476.0,,250,0
2150,stock,600309,margin_balance,2026-06-29,2950355055.0,,250,0
2151,stock,600760,margin_balance,2026-06-29,2074595064.0,,250,0
2152,stock,600887,margin_balance,2026-06-29,2767204553.0,,250,0
2153,stock,600941,margin_balance,2026-06-29,1904231286.0,,250,0
2154,stock,601012,margin_balance,2026-06-29,4991929698.0,,250,0
2155,stock,601138,margin_balance,2026-06-29,9822472705.0,,250,0
2156,stock,601166,margin_balance,2026-06-29,10032300831.0,,250,0
2157,stock,601225,margin_balance,2026-06-29,800493775.0,,250,0
2158,stock,601857,margin_balance,2026-06-29,1880982955.0,,250,0
2159,stock,601816,margin_balance,2026-06-29,1152661126.0,,250,0
2160,stock,603288,margin_balance,2026-06-29,1068849738.0,,250,0
2161,stock,603501,margin_balance,2026-06-29,5564433358.0,,250,0
2162,stock,601088,margin_balance,2026-06-29,704250225.0,,250,0
2163,stock,688041,margin_balance,2026-06-29,10222037574.0,,250,0
2164,stock,688111,margin_balance,2026-06-29,5007753805.0,,250,0
2165,stock,688981,margin_balance,2026-06-29,14088170975.0,,250,0
2166,stock,512710,margin_balance,2026-06-29,218457657.0,,250,0
2167,stock,601127,margin_balance,2026-06-29,4697956100.0,,250,0
2168,stock,600519,margin_balance,2026-06-26,19566752185.0,,250,0
2169,stock,600036,margin_balance,2026-06-26,11665728878.0,,250,0
2170,stock,601318,margin_balance,2026-06-26,38587869060.0,,250,0
2171,stock,510300,margin_balance,2026-06-26,2708189878.0,,250,0
2172,stock,510500,margin_balance,2026-06-26,744516616.0,,250,0
2173,stock,562500,margin_balance,2026-06-26,616467210.0,,250,0
2174,stock,601919,margin_balance,2026-06-26,4919182436.0,,250,0
2175,stock,515450,margin_balance,2026-06-26,105565015.0,,250,0
2176,stock,601899,margin_balance,2026-06-26,12535451064.0,,250,0
2177,stock,600900,margin_balance,2026-06-26,12483740258.0,,250,0
2178,stock,600886,margin_balance,2026-06-26,758625232.0,,250,0
2179,stock,600030,margin_balance,2026-06-26,19201514704.0,,250,0
2180,stock,600276,margin_balance,2026-06-26,5596838612.0,,250,0
2181,stock,600309,margin_balance,2026-06-26,2958359102.0,,250,0
2182,stock,600760,margin_balance,2026-06-26,2055705740.0,,250,0
2183,stock,600887,margin_balance,2026-06-26,2778208242.0,,250,0
2184,stock,600941,margin_balance,2026-06-26,1928120479.0,,250,0
2185,stock,601012,margin_balance,2026-06-26,4986638656.0,,250,0
2186,stock,601138,margin_balance,2026-06-26,10111607405.0,,250,0
2187,stock,601166,margin_balance,2026-06-26,10048736298.0,,250,0
2188,stock,601225,margin_balance,2026-06-26,815555155.0,,250,0
2189,stock,601857,margin_balance,2026-06-26,1928671329.0,,250,0
2190,stock,601816,margin_balance,2026-06-26,1172335475.0,,250,0
2191,stock,603288,margin_balance,2026-06-26,1097430648.0,,250,0
2192,stock,603501,margin_balance,2026-06-26,5589198898.0,,250,0
2193,stock,601088,margin_balance,2026-06-26,688895884.0,,250,0
2194,stock,688041,margin_balance,2026-06-26,10700010094.0,,250,0
2195,stock,688111,margin_balance,2026-06-26,5100968172.0,,250,0
2196,stock,688981,margin_balance,2026-06-26,14304124386.0,,250,0
2197,stock,512710,margin_balance,2026-06-26,229660218.0,,250,0
2198,stock,601127,margin_balance,2026-06-26,4705790874.0,,250,0
2199,stock,600519,margin_balance,2026-06-25,20129509129.0,,250,0
2200,stock,600036,margin_balance,2026-06-25,11669181573.0,,250,0
2201,stock,601318,margin_balance,2026-06-25,38453974355.0,,250,0
2202,stock,510300,margin_balance,2026-06-25,2651683783.0,,250,0
2203,stock,510500,margin_balance,2026-06-25,740838546.0,,250,0
2204,stock,562500,margin_balance,2026-06-25,626555469.0,,250,0
2205,stock,601919,margin_balance,2026-06-25,5008544005.0,,250,0
2206,stock,515450,margin_balance,2026-06-25,95778410.0,,250,0
2207,stock,601899,margin_balance,2026-06-25,13525189485.0,,250,0
2208,stock,600900,margin_balance,2026-06-25,12663161072.0,,250,0
2209,stock,600886,margin_balance,2026-06-25,772103415.0,,250,0
2210,stock,600030,margin_balance,2026-06-25,19316405295.0,,250,0
2211,stock,600276,margin_balance,2026-06-25,5607860279.0,,250,0
2212,stock,600309,margin_balance,2026-06-25,2983032509.0,,250,0
2213,stock,600760,margin_balance,2026-06-25,1963825393.0,,250,0
2214,stock,600887,margin_balance,2026-06-25,2821244302.0,,250,0
2215,stock,600941,margin_balance,2026-06-25,1972606405.0,,250,0
2216,stock,601012,margin_balance,2026-06-25,5009195247.0,,250,0
2217,stock,601138,margin_balance,2026-06-25,10370444483.0,,250,0
2218,stock,601166,margin_balance,2026-06-25,10052859342.0,,250,0
2219,stock,601225,margin_balance,2026-06-25,901397243.0,,250,0
2220,stock,601857,margin_balance,2026-06-25,1956478758.0,,250,0
2221,stock,601816,margin_balance,2026-06-25,1205092874.0,,250,0
2222,stock,603288,margin_balance,2026-06-25,1131710117.0,,250,0
2223,stock,603501,margin_balance,2026-06-25,5640036917.0,,250,0
2224,stock,601088,margin_balance,2026-06-25,674106266.0,,250,0
2225,stock,688041,margin_balance,2026-06-25,10859113824.0,,250,0
2226,stock,688111,margin_balance,2026-06-25,5085145629.0,,250,0
2227,stock,688981,margin_balance,2026-06-25,14314134473.0,,250,0
2228,stock,512710,margin_balance,2026-06-25,230922397.0,,250,0
2229,stock,601127,margin_balance,2026-06-25,4843990552.0,,250,0
2230,stock,600519,margin_balance,2026-06-24,19902433764.0,,250,0
2231,stock,600036,margin_balance,2026-06-24,11564142080.0,,250,0
2232,stock,601318,margin_balance,2026-06-24,38560873160.0,,250,0
2233,stock,510300,margin_balance,2026-06-24,2689178960.0,,250,0
2234,stock,510500,margin_balance,2026-06-24,769073723.0,,250,0
2235,stock,562500,margin_balance,2026-06-24,613204812.0,,250,0
2236,stock,601919,margin_balance,2026-06-24,5001502676.0,,250,0
2237,stock,515450,margin_balance,2026-06-24,91810243.0,,250,0
2238,stock,601899,margin_balance,2026-06-24,12878698915.0,,250,0
2239,stock,600900,margin_balance,2026-06-24,12464395934.0,,250,0
2240,stock,600886,margin_balance,2026-06-24,762002572.0,,250,0
2241,stock,600030,margin_balance,2026-06-24,19179347826.0,,250,0
2242,stock,600276,margin_balance,2026-06-24,5593518250.0,,250,0
2243,stock,600309,margin_balance,2026-06-24,2974329733.0,,250,0
2244,stock,600760,margin_balance,2026-06-24,1961713150.0,,250,0
2245,stock,600887,margin_balance,2026-06-24,2754972255.0,,250,0
2246,stock,600941,margin_balance,2026-06-24,1949438255.0,,250,0
2247,stock,601012,margin_balance,2026-06-24,4961489961.0,,250,0
2248,stock,601138,margin_balance,2026-06-24,10408013213.0,,250,0
2249,stock,601166,margin_balance,2026-06-24,9999051334.0,,250,0
2250,stock,601225,margin_balance,2026-06-24,773609305.0,,250,0
2251,stock,601857,margin_balance,2026-06-24,2001586949.0,,250,0
2252,stock,601816,margin_balance,2026-06-24,1218301572.0,,250,0
2253,stock,603288,margin_balance,2026-06-24,1093184415.0,,250,0
2254,stock,603501,margin_balance,2026-06-24,5636458798.0,,250,0
2255,stock,601088,margin_balance,2026-06-24,720325914.0,,250,0
2256,stock,688041,margin_balance,2026-06-24,11375821571.0,,250,0
2257,stock,688111,margin_balance,2026-06-24,5086596272.0,,250,0
2258,stock,688981,margin_balance,2026-06-24,13135129704.0,,250,0
2259,stock,512710,margin_balance,2026-06-24,233284570.0,,250,0
2260,stock,601127,margin_balance,2026-06-24,4836543680.0,,250,0
2261,stock,600519,margin_balance,2026-06-23,19881961762.0,,250,0
2262,stock,600036,margin_balance,2026-06-23,11633274527.0,,250,0
2263,stock,601318,margin_balance,2026-06-23,38393996714.0,,250,0
2264,stock,510300,margin_balance,2026-06-23,2738254368.0,,250,0
2265,stock,510500,margin_balance,2026-06-23,792259642.0,,250,0
2266,stock,562500,margin_balance,2026-06-23,629526566.0,,250,0
2267,stock,601919,margin_balance,2026-06-23,4960303049.0,,250,0
2268,stock,515450,margin_balance,2026-06-23,84318046.0,,250,0
2269,stock,601899,margin_balance,2026-06-23,12796303213.0,,250,0
2270,stock,600900,margin_balance,2026-06-23,12330853273.0,,250,0
2271,stock,600886,margin_balance,2026-06-23,755860098.0,,250,0
2272,stock,600030,margin_balance,2026-06-23,19232378323.0,,250,0
2273,stock,600276,margin_balance,2026-06-23,5666222114.0,,250,0
2274,stock,600309,margin_balance,2026-06-23,2971309905.0,,250,0
2275,stock,600760,margin_balance,2026-06-23,1957448939.0,,250,0
2276,stock,600887,margin_balance,2026-06-23,2769972902.0,,250,0
2277,stock,600941,margin_balance,2026-06-23,1937263682.0,,250,0
2278,stock,601012,margin_balance,2026-06-23,4985569479.0,,250,0
2279,stock,601138,margin_balance,2026-06-23,10750543144.0,,250,0
2280,stock,601166,margin_balance,2026-06-23,9874544277.0,,250,0
2281,stock,601225,margin_balance,2026-06-23,721610936.0,,250,0
2282,stock,601857,margin_balance,2026-06-23,2056949188.0,,250,0
2283,stock,601816,margin_balance,2026-06-23,1185337083.0,,250,0
2284,stock,603288,margin_balance,2026-06-23,1066100490.0,,250,0
2285,stock,603501,margin_balance,2026-06-23,5646953814.0,,250,0
2286,stock,601088,margin_balance,2026-06-23,716232997.0,,250,0
2287,stock,688041,margin_balance,2026-06-23,11331104621.0,,250,0
2288,stock,688111,margin_balance,2026-06-23,5098440842.0,,250,0
2289,stock,688981,margin_balance,2026-06-23,13320458149.0,,250,0
2290,stock,512710,margin_balance,2026-06-23,220070483.0,,250,0
2291,stock,601127,margin_balance,2026-06-23,4907424968.0,,250,0
2292,stock,600519,margin_balance,2026-06-22,19919429904.0,,250,0
2293,stock,600036,margin_balance,2026-06-22,11576668825.0,,250,0
2294,stock,601318,margin_balance,2026-06-22,38288559511.0,,250,0
2295,stock,510300,margin_balance,2026-06-22,2981523536.0,,250,0
2296,stock,510500,margin_balance,2026-06-22,775206164.0,,250,0
2297,stock,562500,margin_balance,2026-06-22,641814821.0,,250,0
2298,stock,601919,margin_balance,2026-06-22,4960045053.0,,250,0
2299,stock,515450,margin_balance,2026-06-22,94023207.0,,250,0
2300,stock,601899,margin_balance,2026-06-22,12174830312.0,,250,0
2301,stock,600900,margin_balance,2026-06-22,12352807810.0,,250,0
2302,stock,600886,margin_balance,2026-06-22,783780782.0,,250,0
2303,stock,600030,margin_balance,2026-06-22,19611560072.0,,250,0
2304,stock,600276,margin_balance,2026-06-22,5564724697.0,,250,0
2305,stock,600309,margin_balance,2026-06-22,2969677410.0,,250,0
2306,stock,600760,margin_balance,2026-06-22,1983361398.0,,250,0
2307,stock,600887,margin_balance,2026-06-22,2785323370.0,,250,0
2308,stock,600941,margin_balance,2026-06-22,1914792855.0,,250,0
2309,stock,601012,margin_balance,2026-06-22,4994002107.0,,250,0
2310,stock,601138,margin_balance,2026-06-22,10698509709.0,,250,0
2311,stock,601166,margin_balance,2026-06-22,9857685122.0,,250,0
2312,stock,601225,margin_balance,2026-06-22,699324146.0,,250,0
2313,stock,601857,margin_balance,2026-06-22,2068907707.0,,250,0
2314,stock,601816,margin_balance,2026-06-22,1207013801.0,,250,0
2315,stock,603288,margin_balance,2026-06-22,1046824883.0,,250,0
2316,stock,603501,margin_balance,2026-06-22,5599990420.0,,250,0
2317,stock,601088,margin_balance,2026-06-22,719015067.0,,250,0
2318,stock,688041,margin_balance,2026-06-22,11457567033.0,,250,0
2319,stock,688111,margin_balance,2026-06-22,5069908131.0,,250,0
2320,stock,688981,margin_balance,2026-06-22,13618109118.0,,250,0
2321,stock,512710,margin_balance,2026-06-22,204400702.0,,250,0
2322,stock,601127,margin_balance,2026-06-22,5016818437.0,,250,0
2323,stock,600519,dividend_yield,2021-06-25,1.0322,,250,0
2324,stock,600519,dividend_yield,2021-06-28,1.0262,,250,0
2325,stock,600519,dividend_yield,2021-06-29,1.0491,,250,0
2326,stock,600519,dividend_yield,2021-06-30,1.0521,,250,0
2327,stock,600519,dividend_yield,2021-07-01,1.0251,,250,0
2328,stock,600519,dividend_yield,2021-07-02,1.0778,,250,0
2329,stock,600519,dividend_yield,2021-07-05,1.0893,,250,0
2330,stock,600519,dividend_yield,2021-07-06,1.0778,,250,0
2331,stock,600519,dividend_yield,2021-07-07,1.0832,,250,0
2332,stock,600519,dividend_yield,2021-07-08,1.0949,,250,0
2333,stock,600519,dividend_yield,2021-07-09,1.103,,250,0
2334,stock,600519,dividend_yield,2021-07-12,1.11,,250,0
2335,stock,600519,dividend_yield,2021-07-13,1.0962,,250,0
2336,stock,600519,dividend_yield,2021-07-14,1.1094,,250,0
2337,stock,600519,dividend_yield,2021-07-15,1.0869,,250,0
2338,stock,600519,dividend_yield,2021-07-16,1.1133,,250,0
2339,stock,600519,dividend_yield,2021-07-19,1.1012,,250,0
2340,stock,600519,dividend_yield,2021-07-20,1.098,,250,0
2341,stock,600519,dividend_yield,2021-07-21,1.1049,,250,0
2342,stock,600519,dividend_yield,2021-07-22,1.1236,,250,0
2343,stock,600519,dividend_yield,2021-07-23,1.1504,,250,0
2344,stock,600519,dividend_yield,2021-07-26,1.2202,,250,0
2345,stock,600519,dividend_yield,2021-07-27,1.2949,,250,0
2346,stock,600519,dividend_yield,2021-07-28,1.248,,250,0
